grupo	muestra	v3.1.16.x	v3.1.17.x	v3.1.18.x	v3.1.19.x	v3.1.20.x	programa.x	v3.1.16.y	v3.1.17.y	v3.1.18.y	v3.1.19.y	v3.1.20.y	programa.y
COD_2141	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Viralrecon
COD_2141	muestra 5	P.1	P.1	P.1	P.1	P.1	Laboratorios	P.1	P.1	P.1	P.1	P.1	Viralrecon
COD_2141	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Viralrecon
COD_2141	muestra 7	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2141	muestra 8	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2141	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	AY.94	AY.94	AY.94	AY.94	AY.94	Viralrecon
COD_2141	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	AY.43	AY.43	AY.43	AY.43	AY.43	Viralrecon
COD_2143	muestra 1	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	B.1.1.7	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2143	muestra 2	B.1.351	B.1.351	B.1.351	B.1.351	B.1.351	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2143	muestra 3	A.28	A.28	A.28	A.28	A.28	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2143	muestra 4	B.1.621	B.1.621	B.1.621	B.1.621	B.1.621	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2143	muestra 5	P.1	P.1	P.1	P.1	P.1	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2143	muestra 6	AY.9.2	AY.9.2	AY.9.2	AY.9.2	AY.9.2	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2143	muestra 7	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2143	muestra 8	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2143	muestra 9	AY.94	AY.94	AY.94	AY.94	AY.94	Laboratorios	NA	NA	NA	NA	NA	NA
COD_2143	muestra 10	AY.43	AY.43	AY.43	AY.43	AY.43	Laboratorios	NA	NA	NA	NA	NA	NA
